Product Name	Associated Patent(s)	Table Number
Honeywell OneWireless™	11310854; 10531255; 10425792; 10405309; 10382441; 10271381; 9924520; 9917902; 9661079; 9572020; 9544081; 9500736; 9241281; 9191843; 9154996; 9064150; 8892135; 8837354; 8818417; 8756412; 8737930; 8712335; 8681676; 8583067; 8521312; 8520588; 8498201; 8413227; 8406220; 8374221; 8350666; 8340008; 8327232; 8285326; 8266602; 8204078; 8027280; 7966660; 7948945; 7894473; 7889747; 7881253; 7876722; 7848827; 7848268; 7848223; 7843336; 7840130; 7826373; 7812480; 7742394; 7688802; 7675935; 7675863; 7664080; 7643796; 7620409; 7561544	1
Honeywell Safety Watch	8633853; 8265651	1
Honeywell SV2 Combination Valve	11549684; 11421875; 11149946; 11073281; 11015734; 10851993; 10697815; 10591161; 10503181; 10502340; 10422531; 10317076; 10288282; 10274195; 10215291; 10024439; 9995486; 9927121; 9851103; 9846440; 9841122; 9835265; 9683674; 9657946; 9645584; 9557059; 9234661; 8947242; 8899264; 8413499	1
Honeywell Versatilis™ Experion EHM	10466686; 10139788; 8958995; 8473252; 7966152	1
Honeywell Versatilis™ Transmitter	11067605	1
Honeywell Workforce Competency	11317156; 10748443; 10095678	1
Horizon 7600	11763112	1
Howard Leight HL400 Earplug Dispenser	7992748	1
Howard Leight Leightning and Thunder Cap Mounted Earmuffs	7766120	1
Howard Leight Pilot Ear Plugs PLT-1	8061472	1
HP Series Switches	9704662; 8022321	1
HR Series Switches	8022321	1
HRS Series	10295376; 9857199	1
HS Series Switches	8022321	1
HS70 Plus	9578269; 9158952; 8915444; 8695880; 7464877	1
HumidIcon HIH6000 Series	7710128	1
HumidIcon HIH6100 Series	7710128	1
HumidIcon HIH7000 Series	7710128	1
HumidIcon HIH8000 Series	7710128	1
HumidIcon HIH9000 Series	7710128	1
HX2	11763112	1
HX3	11763112	1
Hyperion 1300g	11763112; 11042793; 10867141; 10289993; 10223565; 10064005; 9959495; 9740905; 9582794; 9519814; 9418270; 9390596; 9386133; 9323969; 9224025; 9224024; 9210294; 9154927; 9104930; 8915444; 8914788; 8794520; 8646692; 8636200; 8596542; 8583924; 8550357; 8511572; 8479992; 8442585; 8317105; 8302866; 8302865; 8296754; 8281993; 8162218; 7997489; 7946493; 7934660; 7926721; 7883013; 7852519; 7770799; 7699227; 7600687; 7546951; 7527206; 7416125; 7296749; 7090132; 6659350	1
Hyperion 1302g Cordless	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
IAQPoint2	9959735; 9032780; 8806916	1
I-Class Mark II Industrial Printer	8842143; 8842142; 6846121	1
ICS SHIELD™	10567436	1
IDP-Control Supervised Control Module	7496465	1
IF1	11755852; 11416694; 8456283; 7541929; 7456747; 7447251; 7298268; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IF2B Fixed RFID Reader	10985445; 10248817; 10181063; 9977931; 9892289; 9705183; 9704002; 9697397; 9436857; 9378399; 9047522; 9007178; 8994504; 8944332; 8456283; 8237563; 8065716; 7541929; 7456747; 7447251; 7298268; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IF30	8456283; 7456747; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IF30A	7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IF30B Fixed RFID Reader	7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IF4	10248817; 9892289; 8456283; 7456747	1
IF5	8456283; 7456747	1
IF61 RFID Reader	11763112; 10248817; 9892289; 8944332; 8456283; 8065716; 7456747; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IH21	11763112; 10387692; 9443119; 8456283; 7456747	1
IHM Series	11447343; 9110118; 9110103; 8319500	1
IM11 RFID Embedded Reader	9977931; 9378399; 9104930; 8915444; 8479992; 8456283; 7770799; 7699227; 7568628; 7456747; 7447251; 7416125	1
IM4	8456283; 7456747	1
ImageTeam 4410	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
Impact Sport	9636260	1
InControlWare (ICW) 1	10708389; 10577191; 10144593; 9738455; 9576080; 9309058; 9199799; 9110464; 8886356; 8731722; 7725213; 7611006; 7497316	1
InControlWare (ICW) 2	10708389; 10577191; 10144593; 9738455; 9576080; 9309058; 9280619; 9199799; 9110464; 8886356; 8731722; 7725213; 7611006; 7497316	1
Industrial Cyber Security Risk Manager	11086704; 10855448; 10826925; 10719608; 10686841; 10614214; 10298608; 10181038; 10176320; 10162969; 10135855; 10075475; 10075474; 10021125; 10021119; 9930058; 9800604	1
Industrial Flame Monitoring (IFM)	10739192; 10648857	1
IntelliDoX	9966948; 9255916; 8318525; 8215150	1
IntelliFlow	7370752	1
IntelliGen Palletizing Software	11079925; 10649643	1
IntelliQ ZoneFlex	11667478; 11560275; 10889451; 9340357; 9199802; 9037290; 8763788; 8196736; 6889822	1
IntelliSort Bomb Bay Sorter	10322438	1
IntelliSort CB (Cross-belt) Sorter	11603270; 11009106; 10954082; 10898926; 10532895; 10329094; 10322438; 10226794; 10221578; 9493313; 9201163; 9150362	1
IntelliSort HDS	11198560; 10961055; 10611568; 10265732; 9795995; 8757353; 8371431; 8167111; 7857116; 7549527; 7530441; 7516835; 7441646; 7198145	1
IntelliSort HS and MS	11634285; 11584591; 11198560; 10988319; 10954070; 10926963; 10913617; 10899547; 10611568; 10106330; 9038809; 8757353; 8371431; 8167111; 7857116; 7549527; 7530441; 7516835; 7441646; 7198145	1
IntelliSort HS2.0	11584591; 10988319; 10981732	1
IntelliSort Push tray	10954082; 10898926; 10532895; 10322438; 10226794; 10221578; 9493313; 9201163; 9150362	1
IntelliSort TT	10898926; 10322438; 10226794; 10221578; 9201163	1
IntelliSort Wheel Divert (IWD)	11198560; 11097900; 10894668; 10611568	1
IN-Z61	11114705	1
IP2L	11763112; 9977931; 9378399	1
IP30	11763112; 10387692; 9977931; 9481186; 9443119; 9378399; 8944332; 8456283; 8339266; 8065716; 7541929; 7456747; 7298268; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IP4	11763112; 8456283; 7456747; 7158091; 7121467; 7117374; 7103087; 7075413; 6859190	1
IP4B	11763112; 6812841	1
IQ160	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
IQ185	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
IQ190	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
IR-F9 Manning AirScan	7535007	1
IS220	9104930; 8915444; 8479992; 7770799; 7699227; 7568628; 7416125	1
IS4125	9639726; 9297900; 9104930; 8915444; 8479992; 7770799; 7699227; 7568628; 7416125	1
IS4225	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 9104930; 8915444; 8794520; 8678285; 8636200; 8583924; 8479992; 8302866; 8302865; 7926721; 7852519; 7770799; 7699227; 7568628; 7416125	1
IS4800 Scan Engine	9104930; 8915444; 8479992; 7770799; 7699227; 7568628; 7416125	1
IS4910 Scan Engine	9104930; 8915444; 8479992; 7770799; 7699227; 7568628; 7416125	1
IS4920 Scan Engine	9104930; 8915444; 8479992; 7770799; 7699227; 7568628; 7416125; 7383997; 7296749	1
ISA100 Series	9570934	1
iSeries Sensor	11740216; 11598745; 11231389; 11150210; 11085896; 11029294; 10976279; 9874540; 9689833; 8303788; 7794779	1
IT67	9977931; 9378399	1
IT70 Secure Passive RFID Tag	11527832; 10559884; 10452968; 10430622; 10062026; 9996716; 9990518; 9977931; 9727763; 9378399; 7710798; 7564366; 7541929; 7501932; 7298268	1
IT75	9977931; 9378399	1
IT76	9977931; 9378399	1
IV7	10248817; 9977931; 9892289; 9697397; 9378399; 9047522; 9007178; 8994504; 8456283; 8237563; 7557714; 7548166; 7460016; 7456747; 7447251	1
Labeler (USS product)	11220366	1
Leight Source 400	7992748	1
Leight Source 500	7992748	1
Leightning Hi-Visibility Noise Blocking Earmuff	9980855	1
Life Grip Ladder And Escape Belt	9101789	1
Limitless Intrinsically Safe Wireless Pressure Sensor	9570934	1
Linear Smart Position Sensors - SPS Series	7772835; 7408343; 7173414; 7030604	1
LM45	11662682; 11287774; 11048205	1
LNX3 Portable Printer	8783980; 8475065; 7578628	1
Load Pin - Stainless Steel Load Cells	10620061; 8474326	1
LP3 Series	8475065	1
LuminAXS Reader	10055619	1
M14 Proximity Sensor	8619435	1
M30 Proximity Sensor	8619435	1
Machine Direction (MD)	10969749; 10429800; 9557724	1
Mad Air Respiratory Protection	11541255	1
Magnetic Sensor Ics SOIC-8	6967477	1
Managed Mobility Services	9642184; 8700405	1
Manrider	10669108	1
Manufacturing Operations Management (MOM)	11010139	1
Marathon FX1	11763112	1
MasterLink	10274350; 10178514	1
MBeacon Location Enhancer	10401340; 9459235	1
M-Class Mark II	9061527; 8842143; 8842142; 6846121	1
MDR-710	11396430; 10882703	1
MDR-710 RT3	9309058; 9290333; 9114939; 7681710	1
Measurement IQ For Gas	11237550; 11122345	1
MEOLUT Search & Rescue Antenna and Terminal	11125885	1
Mesh Router	10401340; 9459235	1
MeterSense	10182273; 6867707	1
MG Series Position Sensor	7245115	1
MICROceL CF	8691066; 8318525	1
MICROpeL75	8318525	1
Micropower SL353 Series	7245115	1
MicroRAE	9768976; 9269252	1
Midas	7224285	1
Midas-M	11255833	1
MightyLite+	11701530; 11406851	1
Miller Aerial Rescue Systems	10556138	1
Miller AirCore Harness with Aluminum Hardware	9457208	1
Miller AirCore Harness With Steel Hardware	10343001; 9457208; 9108075	1
Miller AirCore Oil & Gas Harness	9931525; 9649515; 9162090	1
Miller Descent Device	10556138	1
Miller DuraHoist Portable Fall Arrest Post and Extension Post	10662040; 10183849	1
Miller DuraSeal Self-retracting Lifeline	10556138	1
Miller Falcon Edge Self-Retracting Lifelines	11534634; 10125837	1
Miller H500 Harness Industry Standard (IS)	9931525; 9649515; 9457208; 9162090; 8727073; 8177025	1
Miller HandZup	9138603	1
Miller Harness Accessories	8863313	1
Miller QuickPick Rescue Kits	10556138	1
Miller Revolution Harness Accessories	8727073; 8177025	1
Miller SafEscape ELITE	10556138	1
Miller Series 70 Universal Rescue System	10556138	1
Miller ShockFusion Horizontal Lifeline (HLL) System and Kits	11311757; 10816054; 10578178; 10569111; 8769911	1
Miller SkyGrip Temporary Horizontal Lifeline Systems	10072689; 9272168	1
Miller SkyORB Overhead Rotational Boom Anchor	9732531; 9410332	1
Miller Söll VC510	11701530; 11642554; 11577105; 11406851; 10953247	1
Miller Söll VC570	11701530; 11642554; 11577105; 11406851; 10953247	1
Miller Söll VR670 Fall Arrester	11701530; 11612772; 11406851; 10449400; 8584797; 7708116	1
Miller StopFall Fall Restraint Device	9168421	1
Miller Turbo T-BAK Personal Fall Limiter	10322305; 9913999; 8490750; 8276712	1
Miller TurboLite Edge Personal Fall Limiters	8181744	1
Miller TurboLite Personal Fall Limiters	8490750	1
Miller Twin Turbo System	9427608; 8490750	1
Mini DB 2D Decoder Board	8210436	1
Mini GCI	10074256	1
Mini-O2	10914705; 10908115; 10119932	1
MiniRAE 3000 +	11162917; 10401340; 9459235	1
MiniRAE Lite +	11162917; 10401340; 9459235	1
MIP Series	10113927; 9658126; 8459125	1
MK1691	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
MLH Series	7647833; 7513164; 7266999; 6945120	1
Mobile Cart Picking Systems	10956858; 9373098; 9152940	1
MOBILITY EDGE	10097949; 9250712	1
Mobility SDK for Web	10409566; 9753704	1
Model 434 Pressure Transducers	9535099; 9374255; 8438913	1
Model 435 Pressure Transducers	9927318; 9816370; 9535099; 9374255; 9234768; 8438913	1
Model 437 Pressure Transducers	9535099; 9374255; 8438913	1
Model AL-SC Torque Transducers	9746388; 9285283; 9046431; 9008976; 8909145; 8626063	1
Model D Donut Style Load Cells	9638756	1
Momentum Labor	10956858	1
Momentum Machine Control (MC4)	10708389; 10577191; 10144593; 9738455; 9576080; 9280619; 9199799; 9110464; 8886356; 8731722; 7725213; 7611006; 7497316	1
Momentum Warehouse Execution System (WES)	11542101; 10956858; 9373098; 9152940; 6642899	1
mono-block™ ii+	8464742; 8251081	1
Morning Pride BEN 2 Low Rider PLUS Traditional	9119434; 8631512; 8621663; 8434162; 7665155	1
Morning Pride EDGE	9486022	1
Morning Pride RANGER - Proximity Gear	9486022	1
Morning Pride TAILS Structural Turnout Gear	10130126; 9486022	1
Morning Pride VIPER - Structural Turnout Gear	9486022	1
MorningPride VE Gear	9486022	1
Motor Driven Roller (MDR) Conveyor	11639268; 11554919; 11345549; 11136194; 11040829; 11014748; 10836580; 10669102; 10239696; 9745143; 9505557; 9499341; 9309954; 9290333; 9114939; 9016456; 7681710; 6554117	1
Movilizer Cloud Solutions	10621634; 9978088	1
MP Compact Mark II	9061527; 8842143; 8842142	1
MP Compact Mark III	9061527; 8842143; 8842142	1
MP Nova	8842143; 8842142	1
MS1890	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
MS7320 InVista Scanner	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
MS9521 Voyager	11763112; 11042793; 10621397; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
MS9524 Voyager	11763112; 11042793; 10621397; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
MS9535 Voyager BT	11763112; 11042793; 10621397; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
MultiRAE	11650188; 10401340; 9459235; 8442801	1
MultiRAE 2	10658730	1
MultiRAE Benzene	10401340; 10071333; 9459235	1
MultiRAE Family (Survey Monitors)	10401340; 9459235	1
MultiRAE Lite Diffused (Survey Monitors)	10401340; 9459235	1
MultiRAE Lite Pumped (Survey Monitors)	10401340; 9459235	1
MultiRAE Pro	10401340; 9459235	1
MX3	11763112	1
MX5	11763112	1
MX6	11763112	1
MX7	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7416125; 7296749	1
MX7CS	11763112	1
MX8	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7416125; 7296749	1
MX9	11763112; 9974080; 9554384; 9104930; 8915444; 8914788; 8791795; 8596542; 8479992; 8317105; 8296754; 8281993; 8162218; 7946493; 7934660; 7883013; 7770799; 7699227; 7600687; 7568628; 7416125; 7296749	1
MX9CS	11763112	1
N Series Cartridges & Filters	9079049; 8900338	1
N360X Series 2D Scan Engines	9727768; 9659203; 9652650; 9572284; 9489555; 9384378; 9301427; 9277668; 9195844; 9092686; 9092682; 8636212; 8587595	1
N3680 Series 2D Scan Engines	9572284; 9418270; 9301427; 9277668; 9158952; 9104930; 9036054; 8988578; 8915444; 8740085; 8695880; 8479992; 8408468; 8387882; 8295601; 8261992; 7967206; 7770799; 7699227; 7568628; 7416125	1
N4300 Series 1D Scan Engines	9659200; 9489555; 9367722; 9158951; 9104930; 9092682; 9082023; 9064167; 9038911; 8950678; 8915444; 8915439; 8789759; 8752766; 8479992; 8294969; 7770799; 7699227; 7614561; 7568628; 7416125	1
N4603 Series 2D Scan Engines	10721429; 10171767; 9578269; 9158952; 8978985; 8915444; 8695880; 7546951	1
N4680 Series 2D Scan Engines	10721429; 10171767; 9672398; 9578269; 9418270; 9280693; 9158952; 8978985; 8915444; 8695880; 8366005; 7546951; 7527206; 7331523	1
N5600 Series 2D Scan Engines	11625550; 11238252; 11238251; 10949634; 10721429; 10691907; 10210365; 9734370; 9438867; 9195868; 9104930; 9087249; 9058527; 8915444; 8720785; 8720784; 8646692; 8511572; 8479992; 8297511; 8292180; 8210436; 8104686; 8002188; 7874485; 7780089; 7770799; 7699227; 7637430; 7568628; 7416125; 7331523	1
N5603 (HD/SR/ED/WA)	8794520	1
N5683 (HD/SR/ED/WA)	8794520	1
N56X0 (HD/SR/ED/WA)	8794520	1
N5780SR	11531825; 11323650; 10769393; 10296770; 10032056; 9785811; 9680282; 9578269; 9407840; 9280693; 9251392; 9111159; 8915444; 8794520; 8695880; 7967205; 7681799; 7387252	1
N660X Series 2D Scan Engines	11593591; 11531825; 11317050; 10789435; 10721429; 9659199; 9572284; 9465970; 9418270; 9301427; 9277668; 9195868; 9104930; 8978985; 8915444; 8794520; 8646692; 8511572; 8479992; 8297511; 8292180; 8104686; 7874485; 7770799; 7699227; 7637430; 7568628; 7546951; 7527206; 7416125; 7331523	1
N6700	11593591; 11317050	1
N670X Series 2D Scan Engines	11756154; 11755855; 11740431; 11665432; 11647286; 11611696; 11580493; 11467478; 11451716; 11449696; 11428896; 11428894; 11394891; 11381729; 11245845; 11222401; 11212460; 11036944; 11019276; 11009786; 10958863; 10949634; 10868958; 10755154; 10735684; 10721429; 10691907; 10650205; 10331929; 10185906; 10171767; 10002272; 9996720; 9955099; 9876957; 9785811; 9672398; 9659199; 9652650; 9578269; 9576169; 9489555; 9465970; 9454686; 9438867; 9418270; 9400906; 9355288; 9342723; 9305199; 9298964; 9277668; 9277109; 9158952; 9104930; 9092682; 9092654; 9058527; 8978985; 8915444; 8844822; 8794526; 8783573; 8733660; 8720785; 8720784; 8720781; 8608071; 8599271; 8561903; 8520080; 8517271; 8479992; 8387881; 8373108; 8366005; 8317105; 8295601; 8196839; 8157175; 8157174; 8146820; 8132731; 8100331; 8087588; 8052057; 8011585; 8002188; 8002187; 7997489; 7988053; 7980471; 7967209; 7967205; 7950583; 7922089; 7909257; 7900839; 7861936; 7854384; 7845563; 7845561; 7845559; 7841533; 7815121; 7780089; 7770799; 7735737; 7717343; 7712666; 7686226; 7681799; 7654461; 7637433; 7637432; 7624926; 7611064; 7611060; 7607581; 7604175; 7575167; 7568628; 7546951; 7543752; 7540425; 7527206; 7503498; 7494063; 7490778; 7490774; 7487917; 7484666; 7469835; 7464877; 7428998; 7407109; 7383997; 7360706; 7357325; 7331523; 7320431; 7299986; 7293714; 7284705; 7281661; 7278575; 7270272; 7267282; 7237722; 7225989; 7225988; 7216810; 7213762; 7185817; 7178733; 7128266	1
N6803FR	11625550; 11467478; 11323650; 10331929; 9996720; 9721164; 9659199; 9578269; 9342723; 9158952; 9111159; 8915444; 8783573; 8720783; 8720781; 8561903; 8387881; 8373108; 8295601; 7967205	1
N6803MR	9578269; 9195868; 9158953	1
N7300 Scan Engine	8294969	1
N8600 Series 2D Scan Engines	9323969; 9224024; 9104930; 8915444; 8646692; 8511572; 8479992; 7770799; 7699227; 7568628; 7546951; 7527206; 7416125	1
Nanopower Series	9134385	1
NeutronRAE II	7592603	1
North Adaptec	8756720; 7628484; 7543932; 7210777	1
North Air-Fed Suits	9000913	1
North Air-Fed Suits – MURUROA BP	11123582; 11027156; 10004925	1
North Force Hard Hat	9554610; 6708376	1
North Primair 700 Series Powered Air Purifying Respirator	11326609; 10960237; 10857397	1
North Primair 900 Series Headgear	10980305; 10244811; 9737107; 9554610; 8225421; 7007306	1
North Primair PA800 Series Welding Helmet	10244811; 9737107	1
North Primair Series PA900 Series	10980305	1
North Zone Hard Hat	10244811	1
North Zone Hard Hat Full Brim	10244811	1
NovaStar	9841189; 8113821	1
NT Series Toggle Switches	6791047	1
OH3502	8794520	1
OH3502 Handheld Scanners	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
OH4502	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
